guid,crc?,<PageAttr>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
c199a69e-7a8f-4adc-8db1-7923074c5752,2325958880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_030_04,"まずは、オトモガルクの
ライゴウに<COLS RED>搭乗</COL>してみよう！","First, try <COLS RED>mounting</COL> Rumble, my Palamute!","Essaie de <COLS RED>monter</COL> Tonnerre, mon Chumsky !","Per prima cosa, prova a <COLS RED>montare</COL> su
Rumble, il mio compagno Canyne!","Versuch als Erstes mal, auf Donner, meinen
Palamute, <COLS RED>aufzusteigen</COL>!","Lo primero que quiero que hagas es <COLS RED>montar</COL>
en Trueno, mi camarada Canyne.","Сперва попробуй <COLS RED>сесть на</COL> Грохота,
моего Паламута!","Po pierwsze, spróbuj <COLS RED>dosiąść</COL>
kumpsa Pomruka!",,,"Primeiro, tente <COLS RED>montar</COL> Estrondo,
meu Amicão!","우선, 동반자 가루크
라이고에 <COLS RED>탑승</COL>해 보자!","首先，你來試著<COLS RED>騎乘</COL>
隨從加爾克雷轟吧！","你先<COLS RED>骑乘</COL>上
随从牙猎犬雷轰看看吧！",,,,,,,,"أولًا، جرّب <COLS RED>ركوب</COL> صوت الرعد،
البالاموت الخاص بي!",,,,,,,,,,,
3a8005f6-736d-4896-9bcc-bc6f5f58ae25,923613461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_030_05,"ガルクに搭乗すれば、
移動が一気に楽になるぞ！","Palamutes are swift as the wind,
so if a monster gives you the slip,
hop on your barking Buddy!","Les Chumskys sont rapides comme l'éclair,
alors si un monstre te poursuit,
enfuis-toi sur le dos de ta monture !","I compagni Canyne sono veloci come
il vento. Se un mostro ti insegue, salta
sul tuo fedele compagno.","Palamutes sind schnell wie der Wind. Also
wenn dir ein Monster entwischt, spring auf
den Rücken deines bellenden Buddys!","Los camaradas Canyne son raudos como el
viento, así que, si se te escapa un monstruo,
¡súbete a tu colega ladrador y a por él!","Паламуты быстры, как ветер. Если трудно
справиться с монстром, гонись верхом
на своем лающем друге!","Kumpsy są szybkie jak wiatr, więc jeśli
potwór próbuje ci zwiać, wskakuj na swojego
szczekającego kompana!",,,"Amicães são velozes como o vento,
então, se um monstro fugir de você,
suba no seu Amigo ladrador!","가루크에 탑승하면
편하게 이동할 수 있다!","只要騎上加爾克，就能使移動過程
瞬間變得輕鬆許多喔！","骑乘上牙猎犬后，
移动就会一下子变得很轻松！",,,,,,,,"تضاهي سرعة البالاموت الرياح،
لذا إذا اختبأ الوحش منك
فاقفز فوق رفيقك النبّاح!",,,,,,,,,,,
993c7f36-c544-4907-ad3b-ebbfda2dfb96,989489000,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_030_06,"<CAM:7,8,9>俺は向こうで待ってるから、
追いかけておいで！","<CAM:7,8,9>Alright, I'll be waiting for you
up the trail. Meet me there!","<CAM:7,8,9>Très bien, je t'attendrai sur la route.
Retrouve-moi là-bas !","<CAM:7,8,9>Benissimo, ti aspetto su per il sentiero.
Vediamoci lì!","<CAM:7,8,9>Okay, ich warte am Ende des Weges auf dich.
Triff mich dort!","<CAM:7,8,9>Bien, te estaré esperando al final del camino.
¡Nos vemos allí!","<CAM:7,8,9>Так, я буду ждать тебя выше по тропе.
Встретимся там!","<CAM:7,8,9>Dobra, poczekam na ciebie na szlaku.
Spotkajmy się tam!",,,"<CAM:7,8,9>Beleza, tô te esperando na trilha.
Me encontra lá!","<CAM:7,8,9>나는 건너편에서 기다릴 테니
쫓아 오거라!","<CAM:7,8,9>我先去那裡等你，
快點追過來吧！","<CAM:7,8,9>我会在对面等你，
来追我吧！",,,,,,,,"<CAM:7,8,9>حسنًا،سأنتظرك
أعلى الطريق. قابلني هناك!",,,,,,,,,,,
50d8aead-fb3d-4ddb-a0e6-cdac4cc379c4,651253431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,130,QD_QN030101_nid103_031_00,"<CAM:24>どうした！　愛弟子。
翔蟲の扱いは難しかったかな？","<CAM:24>You alright, Ace?
Wirebugs giving you trouble?","<CAM:24>Eh ben alors ? Des soucis avec
les Filoptères ?","<CAM:24>Cos'è successo, <LSNR {campione} {campionessa}>?
Hai problemi con gli insetti filo?","<CAM:24>Alles klar bei dir, Ass?
Probleme mit den Seilkäfern?","<CAM:24>¿Todo bien, hacha?
¿Tienes problemas con los cordópteros?","<CAM:24>Что случилось, ас?
Трудности с Прутожуками?","<CAM:24>Wszystko gra, <LSNR {szefie} {szefowo}>?
Masz problem z kablobakami?",,,"<CAM:24>Tudo bem, Craque? Os Cabinsetos tão
te dando trabalho?","<CAM:24>왜 그러느냐! 애제자여!
밧줄벌레 다루기가 너무 어려웠나?","<CAM:24>怎麼了，愛徒？
使用翔蟲時遇到了什麼困難嗎？","<CAM:24>怎么了！爱徒。
翔虫很难用吗？",,,,,,,,"<CAM:24>هل <LSNR {أنت} {أنتِ}> بخير  <LSNR {أيّها البارع} {أيّتها البارعة}>؟
هل سبّبت <LSNR {لكَ} {لكِ}> حشرات الحرير أي متاعب؟",,,,,,,,,,,
32b459a1-f447-490c-a5c5-dbe475e987ac,2638934202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_031_01,"もし位置を調整するのが難しければ、
<OPT ZL>を押しながら<ICON ANALOG_RS>で照準を合わせてから
<OPT ZR>で移動するといいよ！","If you're struggling, hold <OPT ZL> while
aiming with <ICON ANALOG_RS> and once your reticle
is pointing at the right spot, press <OPT ZR>!","Si tu as du mal, maintiens le bouton <OPT ZL>
en visant avec <ICON ANALOG_RS>, et quand le réticule
est là où il faut, appuie sur <OPT ZR> !","Se hai problemi, tieni premuto <OPT ZL>
mentre punti con <ICON ANALOG_RS>. Quando avrai
mirato al punto giusto, premi <OPT ZR>.","Halte <OPT ZL> gedrückt, während du mit <ICON ANALOG_RS>
zielst. Wenn dein Fadenkreuz auf die
richtige Stelle zielt, drückst du <OPT ZR>!","Si te cuesta, mantén <OPT ZL> mientras apuntas con
<ICON ANALOG_RS> y pulsa <OPT ZR> cuando la retícula esté en el
lugar adecuado.","Если не получается, удерживай <OPT ZL>,
прицеливаясь с помощью <ICON ANALOG_RS>, и когда
наведешь прицел, куда надо, нажми <OPT ZR>!","Jeśli masz trudności, przytrzymaj <OPT ZL>,
używając <ICON ANALOG_RS> do celowania, i
naciśnij <OPT ZR>, kiedy wycelujesz!",,,"Pra facilitar, segura <OPT ZL> enquanto mira
com <ICON ANALOG_RS>, e quando seu retículo estiver
apontando pro ponto certo, aperta <OPT ZR>!","만약 위치를 조절하는 게 어렵다면
<OPT ZL>을 누른 채 <ICON ANALOG_RS>으로 조준한 뒤에
<OPT ZR>로 이동해 보거라!","如果還不太會調整位置的話，
可以一邊按著<OPT ZL>，用<ICON ANALOG_RS>瞄準，
再按下<OPT ZR>移動喔！","如果觉得调整位置很难的话，
按住<OPT ZL>并以<ICON ANALOG_RS>瞄准后，
再按<OPT ZR>进行移动就行了！",,,,,,,,"إذا كنت تعاني من ذلك،فلتضغط باستمرار على <OPT ZL> مع
التوجيه عبر الزر <ICON ANALOG_RS> وبمجرد التصويب على
النقطة المطلوبة، اضغط على <OPT ZR>!",,,,,,,,,,,
d69189b9-c0d4-409f-aca5-200a6531e99c,3334684500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_031_02,"大丈夫！　キミならきっと
すぐに翔蟲の扱いもマスターできるさ。","Don't sweat it, yo! You'll be a master of
Wirebugs in no time if you just keep practicing!","T'inquiète pas ! Tu maîtriseras les
Filoptères en un rien de temps à force
de t'entraîner !","Non preoccuparti! Continua ad allenarti
e imparerai a usare gli insetti filo in
un batter d'occhio.","Keine Sorge, Ass! Üb weiter, dann bist du
schon bald <LSNR {ein Meister} {eine Meisterin}> der Seilkäfer!","No te preocupes, te acabará saliendo.
Ya verás que dominas esto de los cordópteros
antes de lo que te imaginas.","Ничего страшного! С Прутожуками
ты разберешься, главное,
не опускай руки!","Spokojna głowa! Zanim się obejrzysz,
będziesz śmigać na kablobakach jak <LSNR {najęty} {najęta}>.",,,"Não se preocupa! Você vai pegar
o jeito dos Cabinsetos rapidinho
se continuar praticando!","괜찮다! 너라면 분명
밧줄벌레도 금방 마스터할 수 있을 거다!","沒問題的！你一定馬上就能
精通翔蟲的使用方式。","没问题！我的爱徒
一定立马就能掌握翔虫的用法。",,,,,,,,"لا تضايق نفسك! ستصبح سيد حشرات الحرير
في أقل وقت ممكن إذا واصلت التمرين!",,,,,,,,,,,
9175c27d-ce84-4fcc-a00a-1344e16386fa,459734432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_031_03,"さあ、次は狩猟の頼れる仲間
<COLS RED>オトモ</COL>との連携を確認するぞ。","Next, let's talk <COLS RED>Buddies</COL>!",Parlons maintenant des <COLS RED>Pilpoils</COL> !,Ora parliamo dei <COLS RED>compagni</COL>!,Als Nächstes reden wir über <COLS RED>Buddys</COL>!,Ahora toca hablar de los <COLS RED>camaradas</COL>.,Теперь поговорим о <COLS RED>спутниках</COL>!,Teraz pogadajmy o <COLS RED>kompanach</COL>!,,,"Agora, vamos falar sobre <COLS RED>Amigos</COL>!","자, 다음은 믿음직한 사냥의 동료,
<COLS RED>동반자</COL>와의 연계를 확인해 보겠다.","好了，接下來就要確認你與狩獵時
可靠的同伴──<COLS RED>隨從</COL>之間的合作了。","好，接着我们就来确认一下，
与狩猎中的可靠伙伴——<COLS RED>随从</COL>的合作吧。",,,,,,,,بعد ذلك، فالنتحدث عن <COLS RED>الرفاق</COL>!,,,,,,,,,,,
edf85358-f21f-47a6-9e84-93d99a9b4ba4,1493236718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_031_04,"<CAM:11><OTTUTO>今日は俺の相棒である、
<COLS RED>オトモアイルー</COL>と<COL RED>オトモガルク</COL>の
デンコウとライゴウが来てくれたんだ。","<CAM:11><OTTUTO>Today, I brought my <COLS RED>Palico</COL> and
<COL RED>Palamute</COL>, Flash and Rumble,
with me.","<CAM:11><OTTUTO>J'ai amené mon <COLS RED>Palico</COL> et mon <COL RED>Chumsky</COL>,
Éclair et Tonnerre, avec moi
aujourd'hui.","<CAM:11><OTTUTO>Oggi sono qui con noi Flash, il mio
<COLS RED>compagno Felyne</COL>, e Rumble, il mio
<COL RED>compagno Canyne</COL>.","<CAM:11><OTTUTO>Heute habe ich meinen <COLS RED>Palico</COL> Blitz und
meinen <COL RED>Palamute</COL> Donner mitgebracht.","<CAM:11><OTTUTO>He traído conmigo a mis camaradas <COLS RED>Felyne</COL>
y <COL RED>Canyne</COL>, Rayo y Trueno.","<CAM:11><OTTUTO>Сегодня у нас есть <COLS RED>Палико</COL> и
<COL RED>Паламут</COL>, Вспышка и Грохот, вот они.","<CAM:11><OTTUTO>Są dziś z nami mój <COLS RED>koleżkot</COL> 
i <COL RED>kumpies</COL>, Błyskawic i Pomruk.",,,"<CAM:11><OTTUTO>Hoje, eu trouxe comigo meu <COLS RED>Amigato</COL> e meu
<COL RED>Amicão</COL>, Lampejo e Estrondo!","<CAM:11><OTTUTO>오늘은 내 파트너로 활약하는
<COLS RED>동반자 아이루</COL>와 <COL RED>동반자 가루크</COL>인
덴코와 라이고를 데려왔지.","<CAM:11><OTTUTO>今天我的夥伴
<COLS RED>隨從艾路</COL>和<COL RED>隨從加爾克</COL>──
電光和雷轟也一起過來了。","<CAM:11><OTTUTO>今天我找来了我的搭档，
<COLS RED>随从艾露猫</COL>电光与<COL RED>随从牙猎犬</COL>雷轰。",,,,,,,,"<CAM:11><OTTUTO>أحضرت اليوم <COLS RED>الباليكو</COL> و
<COL RED>البالاموت</COL> والفرقعة وصوت الرعد
معي.",,,,,,,,,,,
0b69df65-4a12-4481-bfca-aed8b1f5e5bf,377274724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_031_05,"今回の訓練の間、
キミに協力してくれるよ。","They'll be lendin' you a paw for
this part of the training.","Ils seront là pour te filer un coup
de patte !","Ti daranno una zampa in questa parte
dell'addestramento.","Sie werden dir bei diesem Teil des
Trainings zur Pfote gehen.","Están aquí para echarnos un cable con esta
parte del entrenamiento.","Они протянут тебе свою лапу дружбы
для этой части тренировки.",Pomogą ci w tej części treningu.,,,"Eles vão te dar uma pata
nesta parte do treinamento.","이번 훈련 동안
널 도와줄 거다.",牠們會在這次訓練中助你一臂之力喔。,就让它们来协助这次的训练吧。,,,,,,,,"سيقدمون إليك بعض المساعدة
في هذا الجزء من التدريب.",,,,,,,,,,,
3f6d65ad-d210-497f-9d2f-aae842e4a726,3133007992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_031_06,"まずは、オトモガルクの
ライゴウに<COLS RED>搭乗</COL>してみよう！","First, try <COLS RED>mounting</COL> Rumble, my Palamute!","Essaie de <COLS RED>monter</COL> Tonnerre, mon Chumsky !","Per prima cosa, prova a <COLS RED>montare</COL> su
Rumble, il mio compagno Canyne!","Versuch als Erstes mal, auf Donner, meinen
Palamute, <COLS RED>aufzusteigen</COL>!","Lo primero que quiero que hagas es <COLS RED>montar</COL>
en Trueno, mi camarada Canyne.","Сперва попробуй <COLS RED>сесть на</COL> Грохота,
моего Паламута!","Po pierwsze, spróbuj <COLS RED>dosiąść</COL>
kumpsa Pomruka!",,,"Primeiro, tente <COLS RED>montar</COL> Estrondo,
meu Amicão!","우선, 동반자 가루크
라이고에 <COLS RED>탑승</COL>해 보자!","首先，你來試著<COLS RED>騎乘</COL>
隨從加爾克雷轟吧！","你先<COLS RED>骑乘</COL>上
随从牙猎犬雷轰看看吧！",,,,,,,,أولًا،جرّب <COLS RED>ركوب</COL> البالاموت!,,,,,,,,,,,
6be94fa2-4af5-4eba-9974-dff8ac1b597b,3653437382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_031_07,"ガルクに搭乗すれば、
移動が一気に楽になるぞ！","Palamutes are swift as the wind,
so if a monster gives you the slip,
hop on your barking Buddy!","Les Chumskys sont rapides comme l'éclair,
alors si un monstre te poursuit,
enfuis-toi sur le dos de ta monture !","I compagni Canyne sono veloci come
il vento. Se un mostro ti insegue, salta
sul tuo fedele compagno.","Palamutes sind schnell wie der Wind. Also
wenn dir ein Monster entwischt, spring auf
den Rücken deines bellenden Buddys!","Los camaradas Canyne son raudos como el
viento, así que, si se te escapa un monstruo,
¡súbete a tu colega ladrador y a por él!","Паламуты быстры, как ветер. Если трудно
справиться с монстром, гонись верхом
на своем лающем друге!","Kumpsy są szybkie jak wiatr, więc jeśli
potwór próbuje ci zwiać, wskakuj na swojego
szczekającego kompana!",,,"Amicães são velozes como o vento,
então, se um monstro fugir de você,
suba no seu Amigo ladrador!","가루크에 탑승하면
편하게 이동할 수 있다!","只要騎上加爾克，就能使移動過程
瞬間變得輕鬆許多喔！","骑乘上牙猎犬后，
移动就会一下子变得很轻松！",,,,,,,,"تضاهي سرعة البالاموت الرياح،
لذا إذا اختبأ الوحش منك
فاقفز فوق رفيقك النبّاح!",,,,,,,,,,,
9e4d78f5-1106-4fd8-9f0d-4e40a498c3e4,111517098,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_031_08,"<CAM:7,8,9>俺は向こうで待ってるから、
追いかけておいで！","<CAM:7,8,9>Alright, I'll be waiting for you
up the trail. Meet me there!","<CAM:7,8,9>Très bien, je t'attendrai sur la route.
Retrouve-moi là-bas !","<CAM:7,8,9>Benissimo, ti aspetto su per il sentiero.
Vediamoci lì!","<CAM:7,8,9>Okay, ich warte am Ende des Weges auf dich.
Triff mich dort!","<CAM:7,8,9>Bien, te estaré esperando al final del camino.
¡Nos vemos allí!","<CAM:7,8,9>Так, я буду ждать тебя выше по тропе.
Встретимся там!","<CAM:7,8,9>Dobra, poczekam na ciebie na szlaku.
Spotkajmy się tam!",,,"<CAM:7,8,9>Beleza, tô te esperando na trilha.
Me encontra lá!","<CAM:7,8,9>나는 건너편에서 기다릴 테니
쫓아 오거라!","<CAM:7,8,9>我先去那裡等你，
快點追過來吧！","<CAM:7,8,9>我会在对面等你，
来追我吧！",,,,,,,,"<CAM:7,8,9>حسنًا،سأنتظرك
أعلى الطريق. قابلني هناك!",,,,,,,,,,,
22ed4aa1-c77f-4f17-806e-75a550900732,2858916103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,140,QD_QN030101_nid103_040_00,"<CAM:5>見てくれ愛弟子！
<COLS RED>黄ヒトダマドリ</COL>が居るぞ。",<CAM:5>Hey! Check out this <COLS RED>Yellow Spiribird</COL>.,<CAM:5>Hé ! Regarde ce <COLS RED>Spectroiseau jaune</COL> !,"<CAM:5>Ehi, guarda questo <COLS RED>spiriuccello giallo</COL>.",<CAM:5>Hey! Sieh dir diesen <COLS RED>Gelben Irrlitz</COL> an.,<CAM:5>Fíjate en esa <COLS RED>animave amarilla</COL>.,<CAM:5>Эй! Глянь-ка на <COLS RED>Желтую духоптицу</COL>!,"<CAM:5>Hej! Sprawdź, co potrafi ten
<COLS RED>żółty duchoptak</COL>.",,,<CAM:5>Aí! Saca só esse <COLS RED>Espiripássaro Amarelo</COL>.,"<CAM:5>여길 봐라, 애제자여!
<COLS RED>노란 인혼조</COL>가 있구나.","<CAM:5>愛徒，你看！
那裡有<COLS RED>黃鬼火鳥</COL>喔。","<CAM:5>快看，爱徒！
那里有<COLS RED>黄鬼火鸟</COL>。",,,,,,,,<CAM:5>مرحبًا! تفقد <COLS RED>طيور سيبيري الصفراء</COL> هذه.,,,,,,,,,,,
a7d5e137-80cb-410b-8656-acce329d1576,826460153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030101_nid103_040_01,"こいつに触れると、
キミが持っている狩猟のお守り…
<COLS RED>花結（はなむすび）</COL>に花粉が付着する。","If you touch one, its pollen will
enhance that good-luck charm
you're wearing—your <COLS RED>Petalace</COL>.","Si tu en touches un, son pollen
renforcera ce porte-bonheur que
tu trimbales, tu sais, ton <COLS RED>Florelet</COL>.","Se lo tocchi, il polline rafforzerà
l'effetto del <COLS RED>floretto</COL>,
il portafortuna che indossi.","Wenn du einen berührst, verstärkt sein
Pollen den Glücksbringer, den du trägst
– dein <COLS RED>Flollier</COL>.","Toca una, y su polen impregnará tu <COLS RED>petalazo</COL>,
ese brazalete que llevan los cazadores.","Если ее потрогать, пыльца улучшит твой
талисман, так называемый <COLS RED>Лепестретик</COL>.","Jeśli go dotkniesz, jego pyłek wzmocni
twoją <COLS RED>florię</COL>, czyli amulet łowców.",,,"Se tocar um, seu pólen melhorará esse
amuleto da sorte que você está usando,
o <COLS RED>Petalar</COL>.","이 녀석을 만지면
네가 가진 사냥 부적…
<COLS RED>꽃팔찌</COL>에 꽃가루가 부착되지.","只要觸碰牠，你身上的狩獵護身符……
<COLS RED>結花環</COL>就會附著上花粉。","只要触碰它，
就能让你持有的狩猎护符
——<COLS RED>花链</COL>沾上花粉。",,,,,,,,"إذا لمست إحدى الطيور، فسيُحسّن لقاحه
تميمة الحظ
التي ترتديها، <COLS RED>البيتاليس</COL>.",,,,,,,,,,,
