6eb441a8-7cc9-4e34-8b3e-f0705bdc7162,1610987989,Option_Me_Item_025,通常時のカメラ操作,Camera Controls,Contrôle de la caméra,Comandi telecamera,Kamerasteuerung,Controles de la cámara,Управление камерой,Sterowanie kamerą,,,Controles da Câmera,평소 카메라 조작,一般時候的視角操作,一般时候的视角操作,,,,,,,,عناصر تحكم الكاميرا,,,,,,,,,,,
54b467fa-643c-4562-8bd2-8164ec0d6d53,2969366673,Option_Me_Item_026,通常時のカメラの速度,Camera Speed,Vitesse de la caméra,Velocità telecamera,Kamerageschwindigkeit,Velocidad de la cámara,Скорость камеры,Szybkość kamery,,,Velocidade da Câmera,평소 카메라 속도,一般時候的視角速度,一般时候的视角速度,,,,,,,,سرعة الكاميرا,,,,,,,,,,,
970facf3-0120-477b-b243-fc02f470fe48,1588005395,Option_Me_Item_027,照準時のカメラ操作,Reticle Controls,Contrôle du réticule,Comandi reticolo,Fadenkreuz-Steuerung,Controles de la retícula,Управление при прицеле,Sterowanie celownikiem,,,Controles de Mira,조준 시 카메라 조작,瞄準時的視角操作,瞄准时的视角操作,,,,,,,,عناصر التحكم في التصويب,,,,,,,,,,,
189bb07b-f90e-4379-86be-3535dfd98183,3148049507,Option_Me_Item_028,照準の移動速度,Reticle Speed,Vitesse du réticule,Velocità reticolo,Fadenkreuzgeschwindigkeit,Velocidad de la retícula,Скорость прицеливания,Szybkość celownika,,,Velocidade da Mira,조준 이동 속도,瞄準的移動速度,准星的移动速度,,,,,,,,سرعة التصويب,,,,,,,,,,,
94d8245c-d8f6-44dc-9954-3143206a1a5e,2988897020,Option_Me_Item_029,ガンナー照準時のカメラ操作,Gunner Reticle Camera Controls,Caméra - Contrôles rét. (artilleur),Comandi visuale reticolo di mira,Kamerasteuerung: Schützen-Fadenkreuz,Control de cámara en la retícula de artillero,Управление прицелом стрелка,Sterow. kamerą celownika strzelca,,,Controles de Câmera do Ret. de Mira,건너 조준 시 카메라 조작,槍手瞄準時的視角操作,枪手瞄准时的视角操作,,,,,,,,عناصر التحكم لكاميرا تصويب المؤشر,,,,,,,,,,,
2d441fed-c787-4e12-b1e2-dc070d239b73,3575563636,Option_Me_Item_030,ガンナー照準の移動速度,Gunner Reticle Speed,Vitesse du réticule (artilleur),Velocità reticolo di mira,Schützen-Fadenkreuzgeschwindigkeit,Velocidad de retícula de artillero,Скорость прицела стрелка,Szybkość celownika strzelca,,,Velocidade do Retículo de Mira,건너 조준 이동 속도,槍手瞄準的移動速度,枪手准星的移动速度,,,,,,,,سرعة تصويب المؤشر,,,,,,,,,,,
3dce61b0-a19d-4c4d-bc88-276185683874,984620436,Option_Me_Item_031,着弾位置のガンナー照準操作,Gunner Trajectory Reticle Controls,Contrôle rétic. de traj. (artilleur),Comandi reticolo di traiettoria,Schützen-Flugbahn-Fadenkreuzsteuerung,Controles trayectoria ret. artillero,Управ. траекторией прицела стрелка,Sterow. cel. strzelca (trajektoria),,,Controles de Trajetória da Mira,착탄 위치의 건너 조준 조작,槍手命中位置的瞄準操作,命中位置的枪手瞄准操作,,,,,,,,التحكم في مسار تصويب المؤشر,,,,,,,,,,,
936e0bc0-9b1a-4652-808d-fc19a1a64c72,3395860144,Option_Me_Item_032,ガンナー照準方向,Gunner Reticle Direction,Direction du réticule (artilleur),Movimenti reticolo di mira,Schützen-Fadenkreuzrichtung,Dirección de retícula de artillero,Направление прицела стрелка,Kierunek celownika strzelca,,,Direção da Mira,건너 조준 방향,槍手瞄準方向,枪手瞄准方向,,,,,,,,اتجاه تصويب المؤشر,,,,,,,,,,,
3f331145-bd08-4ec7-9c95-e5af075cd811,1998583587,Option_Me_Item_033,ガンナー照準アシスト機能,Gunner Aim Assist,Aide à la visée (artilleur),Mira assistita,Schützen-Zielassistent,Ayuda al apuntado de artillero,Автоприцел стрелка,Asysta celowania strzelca,,,Auxílio de Mira,건너 조준 어시스트 기능,槍手瞄準輔助功能,枪手瞄准辅助功能,,,,,,,,مساعد تصويب المؤشر,,,,,,,,,,,
5513ae84-a13d-4c1c-bef3-6c22e3ec1bed,3541186636,Option_Me_Item_034,ターゲットへの注目方式,Camera Style,Type de caméra,Tipo di aggancio,Kamera-Stil,Tipo de cámara,Возможности камеры,Tryb kamery,,,Estilo de Câmera,타겟 주목 방식,注視目標的方式,注视目标方式,,,,,,,,أسلوب الكاميرا,,,,,,,,,,,
25bcba09-2eed-45a0-be59-72c7797cebdb,4199658711,Option_Me_Item_035,ターゲットカメラの操作,Target Camera Controls,Type de caméra manuelle,Comandi aggancio manuale,Zielkamera-Steuerung,Controles de la cámara manual,Управление наведением камеры,Sterowanie w trybie śledzenia,,,Controles de Câmera Fixada,타겟 카메라 조작,目標視角操作,目标视角操作,,,,,,,,عناصر تحكم كاميرا الهدف,,,,,,,,,,,
bd994dea-5d4e-44e5-a8c7-c3d031086f26,202558405,Option_Me_Item_036,ターゲットカメラの上下挙動,Target Camera Vertical Settings,Comportement (caméra manuelle),Altezza aggancio manuale,Zielkamera – Vertikale Einstellungen,Cámara manual (vertical),Верт. настройки наведения камеры,Wysokość w trybie śledzenia,,,Config. Verticais Câmera Fixada,타겟 카메라 상하 움직임,目標視角的上下動作,目标视角的上下动作,,,,,,,,إعدادات كاميرا الهدف الرأسية,,,,,,,,,,,
1c8f86ed-5237-4c46-92a8-a492f1d80e20,4126901307,Option_Me_Item_037,ロックオンカメラの上下挙動,Focus Camera Settings,Comportement (caméra auto),Altezza aggancio automatico,Fokuskamera-Einstellungen,Opciones de cámara automática,Настройки фокусировки камеры,Ustawienia automatycznego śledzenia,,,Configurações de Câmera Focal,록온 카메라 상하 움직임,鎖定視角的上下動作,锁定视角的上下动作,,,,,,,,إعدادات تركيز الكاميرا,,,,,,,,,,,
a5663162-9143-4ba5-9e27-53f495aea3b8,1227655017,Option_Me_Item_038,地形補正カメラの設定,Camera Terrain Adjustment,Caméra de terrain,Regolazione telecamera (terreno),Gebietsanpassung,Ajustar la cámara al terreno,Адаптация камеры окр. среде,Dostosuj ruch kamery do terenu,,,Ajuste de Terreno da Câmera,지형 보정 카메라 설정,視角地形補正設定,视角地形补正设置,,,,,,,,ضبط دائرة الكاميرا,,,,,,,,,,,
b9d8d91b-fabe-4ae3-98e2-bb5a8bfb65b9,3026349091,Option_Me_Item_039,空間補正カメラの設定,Dynamic Camera Settings,Caméra dynamique,Telecamera dinamica,Dynamische Kameraeinstellungen,Ajustes de cámara dinámica,Настройки динамической камеры,Ustawienia kamery dynamicznej,,,Configurações da Câmera Dinâmica,공간 보정 카메라 설정,視角空間補正設定,视角空间补正设置,,,,,,,,إعدادات الكاميرا الحركية,,,,,,,,,,,
828d778f-a5bb-4195-a5e6-44fdfce1bbb0,3676861015,Option_Me_Item_040,カメラリセットの向きの設定,Camera Reset Settings,Réinitialisation de la caméra,Riposiziona telecamera,Kamera zurücksetzen,Reiniciar opciones de la cámara,Сброс настроек камеры,Zresetuj ustawienia kamery,,,Config. de Restauração de Câmera,카메라 리셋 방향 설정,重置視角方向的設定,重置视角方向的设置,,,,,,,,إعدادات إعادة ضبط الكاميرا,,,,,,,,,,,
0a156ade-3d5a-4611-b585-1e751ee95a01,1649251250,Option_Me_Item_041,カメラ距離,Camera Distance,Distance de la caméra,Distanza telecamera,Kameraentfernung,Distancia de la cámara,Расстояние от камеры,Odległość kamery,,,Distância da Câmera,카메라 거리,視角距離,视角距离,,,,,,,,بُعد الكاميرا,,,,,,,,,,,
b26fb660-27b3-4004-a12e-554cf0262985,1320379097,Option_Me_Item_042,プレイヤーのボイス音量,Character's Voice Volume,Voix du joueur,Volume voce personaggio,Stimmenlautstärke des Charakters,Volumen de las voces,Громкость голоса персонажа,Głośność głosu postaci,,,Volume da Voz do Personagem,플레이어 음성 음량,玩家語音音量,玩家的语音音量,,,,,,,,مستوى صوت الشخصيات,,,,,,,,,,,
c9c25933-9e0a-42af-ae96-34ea7600f710,2158162736,Option_Me_Item_043,ＮＰＣのボイス音量,NPC Voice Volume,Voix des PNJ,Volume voci secondarie,NSC-Stimmenlautstärke,Volumen de las voces de los PNJ,Громкость голосов,Głośność postaci niezależnych,,,Volume da Voz dos NPCs,NPC 음성 음량,NPC語音音量,NPC的语音音量,,,,,,,,مستوى صوت الشخصيات غير القابلة للعب,,,,,,,,,,,
6cd343e9-ffe0-4f08-8c6a-fcb8210bada7,2579778212,Option_Me_Item_044,ＢＧＭ音量,BGM Volume,Musique,Volume musica,Musiklautstärke,Volumen de la música,Громкость фоновых звуков,Głośność muzyki,,,Volume da Música de Fundo,BGM 음량,BGM音量,背景音乐音量,,,,,,,,مستوى صوت موسيقى خلفية,,,,,,,,,,,
27f16f1f-9429-4596-97ed-b655fae9498f,2897393872,Option_Me_Item_045,ＳＥ音量,Sound Effect Volume,Effets sonores,Volume effetti sonori,Effektlautstärke,Volumen de los efectos,Громкость звуковых эффектов,Głośność efektów dźwiękowych,,,Volume dos Efeitos Sonoros,SE 음량,SE音量,音效音量,,,,,,,,مستوى التأثيرات الصوتية,,,,,,,,,,,
c2e8c268-4a08-4222-b183-39cd59ead15b,13087358,Option_Me_Item_046,ＵＩ音量,UI Volume,Interface (UI),Volume interfaccia,UI-Lautstärke,Volumen de la interfaz,Громкость интерфейса,Głośność interfejsu,,,Volume da IU,UI 음량,UI音量,用户界面音量,,,,,,,,مستوى الصوت في واجهة المستخدم,,,,,,,,,,,
f09cd936-ed1e-4db6-97b8-3840d127c6cb,2847966719,Option_Me_Item_047,プレイヤーのボイス頻度,Player Voice Frequency,Fréquence voix du joueur,Frequenza voce personaggio,Spieler-Sprechhäufigkeit,Frecuencia de voz del jugador,Частота голоса игрока,Częstość odzywania się gracza,,,Frequência da Voz do Jogador,플레이어 음성 빈도,玩家語音頻率,玩家的语音频率,,,,,,,,تردد صوت اللاعبين,,,,,,,,,,,
d94f26ee-35c4-4886-ae3a-4b8bbd5bf909,1321890591,Option_Me_Item_048,サウンド ダイナミックレンジ設定,Dynamic Range,Gamme dynamique sonore,Gamma dinamica,Dynamikumfang,Sonido dinámico,Динамический диапазон,Zakres dynamiczny,,,Alcance Dinâmico,사운드 다이나믹 레인지 설정,聲音　動態範圍設定,声音 动态范围设置,,,,,,,,النطاق الحركي,,,,,,,,,,,
d09eee38-6405-4498-ab7d-d83385c85e80,392100314,Option_Me_Item_049,サウンド 機器出力,Sound Output Device,Sortie audio,Dispositivo di riproduzione,Soundausgabegerät,Dispositivo de salida de sonido,Устройство вывода звука,Urządzenie dźwiękowe,,,Dispositivo de Saída de Som,사운드 기기 출력,聲音　輸出器材,声音 输出设备,,,,,,,,جهاز إخراج الصوت,,,,,,,,,,,
89c45435-5f76-4a40-8722-5665a77f091f,1191380654,Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050
e5d4a88f-3e1e-4cfe-83bd-db0e49494205,3294601510,Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051
3de13093-0d81-4198-8f08-56387f89656e,3811931027,Option_Me_Item_052,TVモードでの画面の明るさ,TV Mode Screen Brightness,Luminosité (mode TV),Luminosità schermo modalità TV,Bildschirmhelligkeit im TV-Modus,Brillo de pantalla en modo televisor,Яркость экрана в режиме ТВ,Jasność ekranu w trybie TV,,,Brilho da Tela no Modo TV,TV 모드에서의 화면 밝기,TV模式下的螢幕亮度,电视模式下的画面亮度,,,,,,,,سطوع الشاشة في وضع التلفاز,,,,,,,,,,,
ef0fb779-1db3-40bf-a08b-d5f11f74e495,2837580480,Option_Me_Item_053,表示言語,Text,Texte,Testo,Text,Texto,Текст,Tekst,,,Texto,표시 언어,顯示語言,显示语言,,,,,,,,النص,,,,,,,,,,,
1141f6e4-7b36-4397-8d31-9d2413908ceb,217303324,Option_Me_Item_054,音声言語,Voice,Voix,Voci,Stimme,Voz,Голос,Głos,,,Voz,음성 언어,語音語言,语音语言,,,,,,,,الصوت,,,,,,,,,,,
73b6f3d3-4791-45d7-8327-4703c7ef1611,3336432800,Option_Me_Item_055,統計目的でのデータ処理について,Data Processing for Statistical Purposes,Traitement des données à des fins statistiques,Elaborazione dei dati per scopi statistici,Verarbeitung Ihrer Daten für statistische Zwecke,Procesamiento de datos con fines estadísticos,Обработка данных для статистических целей,Przetwarzanie danych do celów statystycznych,,,Processamento de Dados para Fins Estatísticos,통계를 위한 데이터 처리에 대하여,關於統計目的的資料處理,关于用于统计的数据处理,,,,,,,,معالجة البيانات لأغراض إحصائية,,,,,,,,,,,
09c8b280-6323-4134-a66c-55842e09bb2d,3193328089,Option_Me_Item_056,プレイデータの収集・分析,Play Data Collection/Analysis,Collecte et analyse des stats,Raccolta/analisi dati di gioco,Sammlung / Analyse von Spieldaten,Envío/Análisis de datos de juego,Сбор/анализ игровых данных,Zbieranie/analiza danych z gry,,,Coleta/Análise de Dados de Jogo,플레이 데이터 수집 및 분석,遊玩資料的收集･分析,游玩资料的收集与分析,,,,,,,,جمع/تحليل بيانات اللعب,,,,,,,,,,,
d558e020-6163-4590-8812-34d6f6a07a94,2128599321,Option_Me_Item_057,オートセーブの設定,Autosave Settings,Sauvegarde automatique,Salvataggio automatico,Auto-Speichern-Einstellungen,Opciones de autoguardado,Настройки автосохранения,Ustawienia automatycznego zapisu,,,Configurações de Salvamento,자동 저장 설정,自動儲存設定,自动保存设置,,,,,,,,إعدادات الحفظ التلقائي,,,,,,,,,,,
2275d41f-5d13-42d3-9e88-8b488fb8fcc8,2697767209,Option_Me_Item_058,決定ボタンの設定,Confirm Button,Bouton de confirmation,Pulsante di conferma,Bestätigungsknopf,Botón de confirmación,Кнопка подтверждения,Przycisk potwierdzenia,,,Botão de Confirmação,결정 버튼 설정,確定鍵設定,确定键设置,,,,,,,,زر التأكيد,,,,,,,,,,,
55b0bcc7-5261-4acb-af32-0db9a3c3f62c,2299327049,Option_Me_Item_059,<OPT LT_LONG>+<ICON KEY>の操作,<OPT LT_LONG>+<ICON KEY> Controls,Commandes <OPT LT_LONG>+<ICON KEY>,<OPT LT_LONG> + <ICON KEY> Comandi,<OPT LT_LONG>+<ICON KEY> Steuerung,<OPT LT_LONG> + <ICON KEY> Controles,<OPT LT_LONG>+<ICON KEY> Управление,<OPT LT_LONG> + <ICON KEY> Sterowanie,,,<OPT LT_LONG>+<ICON KEY> Controles,<OPT LT_LONG>+<ICON KEY>의 조작,<OPT LT_LONG>+<ICON KEY>的操作,<OPT LT_LONG>+<ICON KEY>操作,,,,,,,,<OPT LT_LONG>+<ICON KEY> عناصر التحكم,,,,,,,,,,,
f40b68e3-ad64-40b5-b27d-54c445c936e6,3842391562,Option_Me_Item_060,<OPT LT_LONG>+<ICON ANALOG_RS>の操作,<OPT LT_LONG>+<ICON ANALOG_RS> Controls,Commandes <OPT LT_LONG>+<ICON ANALOG_RS>,<OPT LT_LONG> + <ICON ANALOG_RS> Comandi,<OPT LT_LONG>+<ICON ANALOG_RS> Steuerung,<OPT LT_LONG> + <ICON ANALOG_RS> Controles,<OPT LT_LONG>+<ICON ANALOG_RS> Управление,<OPT LT_LONG> + <ICON ANALOG_RS> Sterowanie,,,<OPT LT_LONG>+<ICON ANALOG_RS> Controles,<OPT LT_LONG>+<ICON ANALOG_RS>의 조작,<OPT LT_LONG>+<ICON ANALOG_RS>的操作,<OPT LT_LONG>+<ICON ANALOG_RS>操作,,,,,,,,<OPT LT_LONG>+<ICON ANALOG_RS> عناصر التحكم,,,,,,,,,,,
e44f5792-b0e5-48aa-9ab5-044b80cd5c3a,489296131,Option_Me_Item_061,ロビーのＢＧＭ設定,Lobby BGM Settings,Musique du lobby,Impostazioni musica stanza,Lagermusik-Einstellungen,Ajustes de música de la sala,Настройки фоновой музыки лобби,Ustawienia muzyki lobby,,,Configurações de Música do Lobby,로비 BGM 설정,設定大廳的BGM,大厅背景音乐设置,,,,,,,,إعدادات موسيقى الخلفية للقاعة,,,,,,,,,,,
87317773-18b5-4484-9d5c-52d8857f896a,3247916126,Option_Me_Item_062,ガンナー照準をおこなう操作,Gunner Reticle Controls,Affichage du réticule (artilleur),Comandi reticolo di mira,Schützen-Fadenkreuzsteuerung,Controles de retícula de artillero,Управление прицелом стрелка,Sterowanie celownikiem strzelca,,,Controles do Retículo de Mira,건너 조준 조작,槍手瞄準操作,进行枪手瞄准的操作,,,,,,,,إعدادات التحكم في تصويب المؤشر,,,,,,,,,,,
70a71728-0306-4467-a4e1-2cae14f5722a,1644015826,Option_Me_Item_063,未読チャットログのアナウンス表示,Show Unread Chat Log Announcements,Afficher annonces du Chat non lues,Mostra annunci reg. chat non letti,Chat-Protokoll-Benachrichtigungen,Mostrar anuncios hist. chat por leer,Отображение непроч. сообщений чата,Pokaż nieod. powiad. dziennika czatu,,,Exibir anún. reg. bate-papo não lido,읽지 않은 채팅 로그 알림 표시,顯示未讀聊天紀錄的通知,未读聊天记录的通知显示,,,,,,,,عرض إعلانات سجل الدردشة غير المقروءة,,,,,,,,,,,
794d7c4e-061d-483d-8b11-3272d8f341d4,1831247216,Option_Me_Item_064,写真の連動保存設定,Synchronized Picture Save Settings,Paramètres sauv. synch. des photos,Impostazioni salvataggio foto sincronizzate,Speichereinstellungen für Fotos,Ajustes guardado sincronizado fotos,Настройки синхр. сохран. изображений,Ustawienia zsynchr. zapisu zdjęć,,,Config. de salvam. sinc. de fotos,사진 연동 저장 설정,設定照片的連動儲存,照片的联动保存设置,,,,,,,,إعدادات حفظ الصور المتزامنة,,,,,,,,,,,
